Total_Spending,MntWines,MntFruits,MntMeatProducts,MntFishProducts,MntSweetProducts,MntGoldProds,Total_Purchase_Num,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,Discount_Dependency,Income,Age,Education,Marital_Merged_Couples,Marital_Merged_Single_Household,Kidhome,Teenhome,Total_Household_Size,Total_Children,AcceptedCmp1,AcceptedCmp2,AcceptedCmp3,AcceptedCmp4,AcceptedCmp5,Response,Campaign_Response_Rate,Complain,Loyalty_Months,Recency,NumWebVisitsMonth,ID
43,1,9,7,2,14,10,5,2,0,3,0.2,28249.0,63,0,1,0,0,0,2,0,0,0,0,0,0,0,0.0,0,131,80,6,2563
50,10,1,18,10,4,7,4,1,1,2,0.25,25271.0,41,2,1,0,1,0,3,1,0,0,0,0,0,0,0.0,0,149,45,9,3518
39,35,0,2,0,0,2,5,1,0,4,0.4,32303.0,54,4,0,1,0,1,2,1,0,0,0,0,0,0,0.0,0,134,63,5,5823
608,356,0,107,19,9,117,16,7,1,8,0.125,61286.0,58,2,1,0,0,1,3,1,0,0,0,0,0,0,0.0,0,141,34,5,3934
1581,783,30,537,140,76,15,23,4,10,9,0.043478260869565216,74068.0,48,2,1,0,0,0,2,0,0,0,0,0,0,0,0.0,0,146,14,2,6982
68,42,1,18,3,0,4,5,2,0,3,0.4,45759.0,60,4,1,0,1,1,4,2,0,0,0,0,0,0,0.0,0,146,13,7,6431
80,1,4,10,29,0,36,4,1,1,2,0.25,24882.0,46,0,1,0,1,0,3,1,0,0,1,0,0,0,0.16666666666666666,0,152,52,6,9733
1282,466,22,432,147,113,102,27,8,7,12,0.037037037037037035,66973.0,35,4,1,0,0,0,2,0,0,0,0,0,0,0,0.0,0,144,98,3,5602
91,23,3,21,3,19,22,6,3,0,3,0.3333333333333333,38872.0,36,2,1,0,1,0,3,1,0,0,0,0,0,0,0.0,0,143,93,8,1324
315,235,6,45,8,9,12,12,5,1,6,0.3333333333333333,51148.0,51,2,1,0,1,1,4,2,0,0,0,0,0,0,0.0,0,147,38,6,326
31,10,0,10,3,1,7,4,1,1,2,0.5,31353.0,47,2,1,0,1,1,4,2,0,0,0,0,0,0,0.0,0,136,24,8,7224
834,656,16,106,32,16,8,22,7,3,12,0.045454545454545456,69661.0,44,3,1,0,0,0,2,0,0,0,0,0,0,0,0.0,0,132,80,3,6999
1600,519,17,813,27,173,51,16,4,6,6,0.0625,80067.0,70,2,1,0,0,0,2,0,0,0,0,0,1,0,0.16666666666666666,0,140,82,2,9938
1270,344,189,482,50,33,172,16,5,6,5,0.0625,86718.0,70,2,1,0,0,0,2,0,0,0,0,0,0,0,0.0,0,148,20,2,6422
263,96,1,79,7,1,79,9,5,1,3,0.6666666666666666,46854.0,51,4,0,1,1,1,3,2,0,0,1,0,0,1,0.3333333333333333,0,133,81,8,3182
535,448,4,34,6,4,39,16,8,1,7,0.1875,69142.0,72,2,0,1,0,1,2,1,0,0,0,1,0,0,0.16666666666666666,0,130,50,5,7300
1295,265,138,553,224,23,92,17,4,4,9,0.058823529411764705,75922.0,56,2,0,1,0,0,1,0,0,0,0,0,0,0,0.0,0,137,60,1,10424
1150,587,43,337,42,87,54,26,11,6,9,0.11538461538461539,63693.0,46,2,0,1,0,1,2,1,0,0,0,0,0,0,0.0,0,139,63,6,8727
1240,763,29,138,76,176,58,26,7,9,10,0.0,102160.0,47,4,1,0,0,0,2,0,1,0,0,1,1,1,0.6666666666666666,0,150,54,4,2798
38,22,0,13,0,0,3,4,1,0,3,0.5,40637.0,59,4,0,1,1,1,3,2,0,0,0,0,0,0,0.0,0,142,72,7,1030
35,6,4,1,7,2,15,3,0,1,2,0.3333333333333333,18890.0,40,3,0,1,0,0,1,0,0,0,1,0,0,1,0.3333333333333333,0,150,5,6,624
53,7,6,13,7,6,14,4,1,0,3,0.25,29604.0,36,2,1,0,1,0,3,1,0,0,1,0,0,0,0.16666666666666666,0,137,88,9,5176
293,81,18,113,47,13,21,11,4,2,5,0.5454545454545454,48721.0,61,3,0,1,1,1,3,2,0,0,0,0,0,0,0.0,0,144,50,6,5552
65,54,0,7,0,0,4,5,2,0,3,0.2,44794.0,58,2,1,0,0,1,3,1,0,0,0,0,0,0,0.0,0,131,99,6,868
1804,1170,48,320,42,32,192,24,11,4,9,0.20833333333333334,64497.0,70,2,0,1,0,1,2,1,0,0,1,0,0,1,0.3333333333333333,0,152,17,8,380
241,72,24,68,65,4,8,10,3,1,6,0.5,46097.0,68,2,1,0,0,1,3,1,0,0,0,0,0,0,0.0,0,145,11,4,2677
1101,613,22,319,33,102,12,19,4,6,9,0.05263157894736842,77972.0,70,2,1,0,0,0,2,0,0,0,0,0,0,0,0.0,0,134,18,1,6521
264,224,0,30,0,0,10,11,5,1,5,0.7272727272727273,44377.0,56,4,1,0,1,1,4,2,0,0,0,0,0,0,0.0,0,151,70,8,6927
541,410,0,59,19,9,44,16,7,1,8,0.625,46014.0,50,3,1,0,1,1,4,2,0,0,0,0,0,0,0.0,0,148,21,7,2877
1198,239,10,554,254,87,54,16,3,4,9,0.0625,70951.0,39,2,1,0,0,0,2,0,0,0,0,0,0,0,0.0,0,144,66,1,0
482,171,7,171,25,19,89,14,8,1,5,0.42857142857142855,41443.0,47,2,1,0,1,0,3,1,0,0,0,0,0,0,0.0,0,133,79,8,1584
17,12,0,4,0,0,1,3,1,0,2,0.3333333333333333,52195.0,46,1,0,1,2,1,4,3,0,0,0,0,0,0,0.0,0,132,2,8,7264
1615,1076,16,417,42,48,16,24,8,10,6,0.041666666666666664,83790.0,76,3,1,0,0,0,2,0,0,0,0,1,1,0,0.3333333333333333,0,138,81,3,6274
285,182,4,33,0,0,66,10,4,1,5,0.2,44551.0,70,3,0,1,0,1,2,1,0,0,0,0,0,0,0.0,0,140,24,7,1377
1135,824,32,162,42,32,43,26,11,4,11,0.07692307692307693,69508.0,44,2,1,0,1,0,3,1,0,0,0,0,0,0,0.0,0,150,48,6,454
114,30,11,25,29,1,18,6,1,1,4,0.16666666666666666,45204.0,36,1,1,0,1,0,3,1,0,0,0,0,0,0,0.0,0,133,93,3,1755
1047,377,10,540,80,30,10,15,3,5,7,0.06666666666666667,72460.0,55,2,1,0,0,0,2,0,0,0,0,0,0,0,0.0,0,138,56,1,2075
714,520,7,154,19,0,14,20,6,3,11,0.1,77622.0,54,4,1,0,0,2,4,2,0,0,0,0,0,0,0.0,0,133,3,3,4785
185,155,1,25,0,1,3,9,4,1,4,0.4444444444444444,30732.0,44,4,1,0,1,0,3,1,0,0,0,0,0,0,0.0,0,148,44,8,9076
1245,897,23,207,15,11,92,27,9,6,12,0.18518518518518517,63887.0,62,2,0,1,0,1,2,1,0,0,0,0,0,0,0.0,0,152,38,6,7079
189,131,0,16,2,1,39,8,3,1,4,0.5,42011.0,46,2,1,0,1,0,3,1,0,0,0,0,0,0,0.0,0,145,46,8,4653
576,297,7,79,0,11,182,14,8,2,4,0.14285714285714285,51369.0,48,2,1,0,0,1,3,1,0,0,0,0,0,0,0.0,0,150,84,8,7375
1103,787,20,204,0,0,92,15,2,2,11,0.2,51537.0,72,2,0,1,0,1,2,1,0,0,0,0,0,0,0.0,0,149,27,8,709
1753,792,86,740,67,51,17,16,3,5,8,0.0625,79930.0,52,4,1,0,0,0,2,0,0,0,0,0,0,0,0.0,0,153,72,2,460
17,4,1,9,3,0,0,3,1,0,2,0.3333333333333333,34320.0,38,4,1,0,1,0,3,1,0,0,0,0,0,0,0.0,0,135,66,8,3726
433,231,7,137,4,15,39,14,5,1,8,0.6428571428571429,37070.0,58,2,0,1,1,1,3,2,0,0,0,0,0,1,0.16666666666666666,0,146,30,7,6798
1588,983,76,184,180,138,27,13,6,3,4,0.07692307692307693,81975.0,62,1,0,1,0,1,2,1,0,0,0,0,1,0,0.16666666666666666,0,148,2,7,5341
22,3,1,8,4,3,3,3,1,0,2,0.3333333333333333,38590.0,53,2,1,0,1,0,3,1,0,0,0,0,0,0,0.0,0,144,65,8,1606
19,0,4,5,6,0,4,4,1,0,3,0.25,15033.0,73,2,0,1,0,0,1,0,0,0,0,0,0,0,0.0,0,133,37,3,9617
1117,562,21,464,28,10,32,26,7,8,11,0.11538461538461539,62745.0,59,4,1,0,0,1,3,1,0,0,0,0,0,0,0.0,0,146,89,5,3233
69,5,9,20,6,8,21,6,2,0,4,0.3333333333333333,22212.0,49,1,1,0,1,0,3,1,0,0,0,0,0,0,0.0,0,137,49,6,89
23,18,0,4,0,0,1,4,1,0,3,0.25,23661.0,42,3,1,0,1,0,3,1,0,0,0,0,0,0,0.0,0,137,46,7,2936
605,415,5,124,15,35,11,18,5,2,11,0.05555555555555555,79761.0,66,4,0,1,0,1,2,1,0,0,0,0,0,0,0.0,0,139,32,3,9449
57,5,3,10,12,7,20,7,3,1,3,0.5714285714285714,7500.0,51,2,0,1,1,0,2,1,0,0,0,0,0,0,0.0,0,136,54,7,7297
2088,901,61,757,186,163,20,21,6,5,10,0.047619047619047616,73455.0,56,2,0,1,0,0,1,0,0,0,0,1,0,0,0.16666666666666666,0,138,98,3,313
1009,382,114,276,75,124,38,14,6,4,4,0.14285714285714285,64961.0,66,2,1,0,0,1,3,1,0,0,0,0,0,0,0.0,0,149,97,3,9940
26,14,1,7,2,1,1,4,2,0,2,0.25,22804.0,53,2,0,1,1,0,2,1,0,0,0,0,0,0,0.0,0,141,75,9,10735
1627,559,153,503,218,13,181,21,3,9,9,0.047619047619047616,73687.0,34,2,1,0,0,0,2,0,1,0,0,0,0,1,0.3333333333333333,0,137,8,2,9529
1102,789,0,133,0,28,152,24,11,5,8,0.2916666666666667,61074.0,66,2,1,0,0,1,3,1,0,0,0,0,0,0,0.0,0,153,37,7,6439
17,11,0,5,0,0,1,4,1,0,3,0.5,31686.0,60,4,1,0,1,1,4,2,0,0,0,0,0,0,0.0,0,131,31,6,7411
1690,1218,16,272,104,0,80,14,5,3,6,0.14285714285714285,80134.0,52,2,1,0,1,0,3,1,1,0,0,1,1,1,0.6666666666666666,0,144,40,6,2176
1390,925,64,179,133,12,77,19,9,4,6,0.10526315789473684,75027.0,71,2,1,0,0,1,3,1,0,0,0,0,0,0,0.0,0,148,74,5,9265
2126,864,134,768,150,38,172,19,4,10,5,0.05263157894736842,67546.0,36,4,1,0,0,0,2,0,0,0,0,0,0,0,0.0,0,152,90,3,8867
1531,960,28,183,220,70,70,21,9,6,6,0.19047619047619047,65176.0,55,3,1,0,0,1,3,1,0,0,0,0,0,0,0.0,0,150,57,6,8932
64,16,3,25,6,1,13,5,2,0,3,0.4,31160.0,49,3,0,1,1,0,2,1,0,0,0,0,0,0,0.0,0,140,59,8,10236
26,3,3,7,0,2,11,4,1,0,3,0.5,29938.0,39,2,0,1,1,0,2,1,0,0,0,0,0,0,0.0,0,138,52,6,6340
1112,168,148,444,32,172,148,28,6,9,13,0.03571428571428571,102692.0,50,2,0,1,0,0,1,0,1,1,0,1,1,1,0.8333333333333334,0,145,5,2,10089
210,45,47,52,21,20,25,9,3,1,5,0.2222222222222222,26490.0,66,1,1,0,0,0,2,0,0,0,0,0,0,0,0.0,0,152,92,6,2227
1148,650,28,353,45,42,30,21,4,6,11,0.23809523809523808,75702.0,57,2,1,0,1,1,4,2,0,0,0,0,0,0,0.0,0,152,77,8,10992
33,24,0,8,0,0,1,4,1,0,3,0.5,30899.0,50,4,0,1,1,0,2,1,0,0,0,0,0,0,0.0,0,151,35,6,5304
1101,918,21,118,13,10,21,16,8,3,5,0.1875,63342.0,63,4,1,0,0,1,3,1,0,0,0,1,0,0,0.16666666666666666,0,151,48,6,309
322,138,33,87,28,24,12,12,3,2,7,0.3333333333333333,45989.0,60,2,0,1,0,1,2,1,0,0,0,0,0,0,0.0,0,151,97,3,3406
44,12,4,2,10,6,10,6,2,0,4,0.6666666666666666,18701.0,60,2,0,1,1,1,3,2,0,0,0,0,0,0,0.0,0,143,95,5,2661
17,11,0,4,0,0,2,3,1,0,2,0.3333333333333333,40737.0,67,4,0,1,2,1,4,3,0,0,0,0,0,0,0.0,0,137,24,8,3153
31,1,2,8,4,3,13,4,1,1,2,0.5,15287.0,45,2,0,1,1,0,2,1,0,0,1,0,0,1,0.3333333333333333,0,151,60,7,10264
845,554,41,215,11,0,24,22,10,2,10,0.13636363636363635,69674.0,56,4,0,1,0,2,3,2,0,0,0,0,0,0,0.0,0,144,46,5,1184
275,167,2,62,24,13,7,11,4,1,6,0.36363636363636365,44159.0,54,3,1,0,1,0,3,1,0,0,0,0,0,0,0.0,0,130,85,5,4200
25,9,0,6,4,1,5,3,1,0,2,0.3333333333333333,37717.0,46,4,1,0,1,0,3,1,0,0,0,0,0,0,0.0,0,150,31,9,9396
275,177,2,71,3,2,20,11,5,2,4,0.5454545454545454,43776.0,72,3,1,0,1,1,4,2,0,0,0,0,0,1,0.16666666666666666,0,147,9,8,2387
90,38,4,22,4,2,20,7,3,1,3,0.5714285714285714,38179.0,58,3,1,0,1,1,4,2,0,0,0,0,0,0,0.0,0,146,30,7,6690
1495,483,84,398,205,84,241,18,3,7,8,0.05555555555555555,80124.0,61,2,1,0,0,0,2,0,0,0,1,0,0,0,0.16666666666666666,0,130,47,1,1225
184,77,2,35,0,1,69,7,3,2,2,0.5714285714285714,38097.0,54,4,1,0,1,1,4,2,0,0,1,0,0,1,0.3333333333333333,0,151,70,7,9703
981,182,74,298,162,149,116,12,3,3,6,0.08333333333333333,72940.0,54,2,1,0,0,0,2,0,0,0,0,0,0,0,0.0,0,143,13,1,291
67,10,7,19,8,2,21,6,2,2,2,0.3333333333333333,22070.0,54,2,1,0,1,0,3,1,0,0,0,0,0,0,0.0,0,139,11,6,4557
1635,778,44,499,95,73,146,12,3,4,5,0.16666666666666666,69267.0,71,2,0,1,0,0,1,0,0,0,0,0,0,1,0.16666666666666666,0,152,31,7,2379
60,16,7,23,0,8,6,7,3,0,4,0.42857142857142855,31788.0,41,3,0,1,1,0,2,1,0,0,0,0,0,0,0.0,1,133,15,5,5726
231,167,0,43,6,2,13,10,4,2,4,0.2,61905.0,49,4,1,0,0,1,3,1,0,0,0,0,0,0,0.0,0,135,2,5,3066
48,13,2,14,8,7,4,6,2,0,4,0.6666666666666666,29315.0,64,2,1,0,1,1,4,2,0,0,0,0,0,0,0.0,0,133,55,6,6336
99,33,6,40,3,7,10,6,2,0,4,0.5,33378.0,61,2,0,1,1,1,3,2,0,0,0,0,0,0,0.0,0,147,38,7,10967
770,625,7,99,10,22,7,21,6,3,12,0.09523809523809523,66313.0,61,4,1,0,0,1,3,1,0,0,0,0,0,0,0.0,0,140,86,4,2304
957,216,162,224,101,92,162,21,7,4,10,0.09523809523809523,60714.0,68,2,0,1,0,0,1,0,0,0,0,0,0,1,0.16666666666666666,0,148,56,5,3445
818,68,129,396,188,22,15,11,3,3,5,0.09090909090909091,77882.0,43,3,1,0,0,0,2,0,0,0,0,0,0,0,0.0,0,132,29,1,7828
925,196,0,512,33,130,54,16,3,5,8,0.0625,69867.0,38,4,0,1,0,0,1,0,1,0,0,0,0,1,0.3333333333333333,0,145,30,1,3762
908,635,15,100,20,7,131,21,9,3,9,0.047619047619047616,63841.0,56,3,0,1,0,1,2,1,0,0,0,0,0,0,0.0,0,145,64,6,4391
102,4,19,9,28,25,17,7,3,0,4,0.42857142857142855,24480.0,43,0,1,0,1,0,3,1,0,0,0,0,0,0,0.0,0,147,46,7,4669
576,297,7,79,0,11,182,14,8,2,4,0.14285714285714285,51369.0,48,2,1,0,0,1,3,1,0,0,0,0,0,0,0.0,0,150,84,8,10144
317,84,5,38,150,12,28,11,4,1,6,0.18181818181818182,37760.0,78,2,1,0,0,0,2,0,0,0,0,0,0,0,0.0,0,152,20,7,8652
461,204,7,149,20,15,66,14,5,1,8,0.07142857142857142,65640.0,50,4,1,0,0,1,3,1,0,0,0,0,0,0,0.0,0,134,74,2,1672
37,26,0,8,0,0,3,5,2,0,3,0.4,44319.0,49,3,1,0,1,1,4,2,0,0,0,0,0,0,0.0,0,133,18,5,8962
70,15,6,20,4,5,20,6,3,1,2,0.16666666666666666,30631.0,50,2,1,0,1,0,3,1,0,0,0,0,0,0,0.0,0,142,75,7,9974
930,304,98,230,150,74,74,22,6,3,13,0.045454545454545456,75278.0,72,2,1,0,0,0,2,0,0,0,0,0,0,0,0.0,0,147,17,3,10983
859,285,28,242,55,114,135,20,6,2,12,0.65,50898.0,68,3,1,0,1,1,4,2,0,0,0,0,0,0,0.0,0,148,88,5,8148
1478,395,183,565,166,141,28,21,5,11,5,0.047619047619047616,79946.0,58,2,0,1,0,0,1,0,0,0,0,0,0,0,0.0,0,132,19,3,10102
390,248,3,81,4,3,51,13,7,1,5,0.23076923076923078,35416.0,75,3,0,1,0,0,1,0,0,0,0,0,0,0,0.0,0,143,62,8,4697
52,20,6,5,0,9,12,4,1,0,3,0.25,32414.0,40,1,1,0,0,0,2,0,0,0,1,0,0,0,0.16666666666666666,0,142,11,7,9262
137,39,0,56,20,8,14,7,3,1,3,0.42857142857142855,38361.0,55,2,1,0,1,0,3,1,0,0,0,0,0,0,0.0,0,136,74,7,7254
1919,777,129,573,216,21,203,18,2,7,9,0.05555555555555555,82497.0,44,2,1,0,0,0,2,0,0,0,0,0,1,0,0.16666666666666666,0,150,32,4,4543
68,8,3,22,21,1,13,6,3,0,3,0.5,16626.0,53,2,1,0,2,0,4,2,0,0,0,0,0,0,0.0,0,136,76,9,4927
25,9,1,3,0,4,8,3,0,0,3,0.3333333333333333,29672.0,59,2,1,0,1,1,4,2,0,0,0,0,0,0,0.0,0,146,6,6,10451
1374,1241,0,80,0,13,40,20,3,6,11,0.15,55951.0,72,3,1,0,0,1,3,1,0,1,0,1,0,0,0.3333333333333333,0,153,62,8,2926
32,6,4,7,4,3,8,4,1,0,3,0.25,35388.0,36,1,0,1,1,0,2,1,0,0,0,0,0,0,0.0,0,146,20,7,2874
100,65,4,16,0,4,11,6,3,0,3,0.16666666666666666,42386.0,38,3,1,0,1,0,3,1,0,0,0,0,0,0,0.0,0,148,43,8,9738
825,395,15,263,60,54,38,11,2,3,6,0.09090909090909091,68627.0,42,2,0,1,0,0,1,0,0,0,0,0,0,0,0.0,0,148,45,1,7119
916,801,0,80,0,0,35,23,8,3,12,0.21739130434782608,57912.0,59,4,0,1,0,1,2,1,0,0,0,1,0,0,0.16666666666666666,0,134,34,5,3924
62,36,0,12,2,2,10,7,3,1,3,0.5714285714285714,35246.0,66,2,0,1,1,1,3,2,0,0,0,0,0,0,0.0,0,133,53,5,5827
728,513,14,154,19,0,28,20,9,2,9,0.05,58821.0,68,1,1,0,0,1,3,1,0,0,0,0,0,0,0.0,0,139,44,6,5596
90,37,0,46,4,3,0,6,2,1,3,0.16666666666666666,46377.0,46,4,1,0,1,0,3,1,0,0,0,0,0,0,0.0,0,134,89,4,10812
273,80,15,93,20,13,52,10,5,1,4,0.3,39747.0,36,2,0,1,1,0,2,1,0,0,0,0,0,0,0.0,0,133,43,8,1717
66,14,1,21,2,3,25,7,3,1,3,0.42857142857142855,23976.0,40,2,1,0,1,0,3,1,0,0,0,0,0,0,0.0,0,136,68,7,9491
1213,525,147,112,219,147,63,22,6,7,9,0.045454545454545456,80950.0,63,3,1,0,0,0,2,0,1,0,0,0,0,0,0.16666666666666666,0,145,44,2,9274
107,1,26,25,17,23,15,6,3,0,3,0.16666666666666666,27038.0,58,2,0,1,0,0,1,0,0,0,0,0,0,1,0.16666666666666666,0,152,64,9,6609
1157,675,11,400,15,45,11,17,2,5,10,0.058823529411764705,77457.0,77,2,0,1,0,0,1,0,0,0,0,0,1,0,0.16666666666666666,0,134,85,1,6963
546,509,0,27,0,0,10,17,8,3,6,0.058823529411764705,64100.0,60,3,1,0,0,1,3,1,0,0,0,1,0,0,0.16666666666666666,0,140,93,7,4440
241,154,2,46,20,4,15,10,4,2,4,0.1,42670.0,32,3,1,0,0,0,2,0,0,0,0,0,0,0,0.0,0,144,12,4,1379
53,3,5,14,2,12,17,7,3,1,3,0.5714285714285714,12571.0,48,2,0,1,1,0,2,1,0,0,0,0,0,0,0.0,0,135,86,6,10032
37,25,0,8,2,0,2,5,2,0,3,0.4,22574.0,57,2,1,0,2,1,5,3,0,0,0,0,0,0,0.0,0,138,28,7,2826
1508,768,44,561,77,44,14,22,6,6,10,0.045454545454545456,70893.0,48,3,0,1,0,0,1,0,0,0,0,0,0,0,0.0,0,147,42,3,6320
235,185,0,28,3,2,17,10,3,1,6,0.6,54198.0,58,2,1,0,1,1,4,2,0,0,0,0,0,0,0.0,0,137,13,4,3050
32,24,0,7,0,0,1,5,2,0,3,0.4,28839.0,68,3,1,0,1,1,4,2,0,0,0,0,0,0,0.0,0,134,86,5,231
102,44,4,21,6,0,27,6,3,0,3,0.3333333333333333,40321.0,52,2,1,0,1,1,4,2,0,0,0,0,0,0,0.0,0,141,59,7,2392
401,91,64,128,65,3,50,13,4,3,6,0.15384615384615385,66503.0,39,2,0,1,1,0,2,1,0,0,0,0,0,0,0.0,0,153,30,3,9478
28,11,0,7,3,1,6,4,1,0,3,0.5,30833.0,73,2,1,0,1,1,4,2,0,0,0,0,0,0,0.0,0,142,33,5,113
680,412,5,119,38,29,77,18,3,3,12,0.16666666666666666,64795.0,53,2,1,0,0,1,3,1,0,0,0,0,0,0,0.0,0,148,23,2,1802
30,3,3,7,6,2,9,3,1,0,2,0.3333333333333333,34421.0,50,2,1,0,1,0,3,1,0,0,0,0,0,0,0.0,0,142,81,7,520
20,16,0,3,0,0,1,3,1,0,2,0.3333333333333333,47025.0,59,4,0,1,1,1,3,2,0,0,0,0,0,0,0.0,0,135,6,7,8275
1307,731,60,353,78,12,73,18,10,3,5,0.2777777777777778,64325.0,63,4,0,1,0,1,2,1,0,0,0,0,0,0,0.0,0,147,41,7,9750
630,424,17,118,7,23,41,18,8,2,8,0.3333333333333333,40464.0,71,2,0,1,0,1,2,1,0,0,0,0,0,0,0.0,0,148,78,8,2607
1283,792,0,275,45,45,126,17,4,8,5,0.058823529411764705,62187.0,67,2,1,0,0,0,2,0,0,0,0,0,0,0,0.0,0,142,49,3,7214
65,21,2,28,3,2,9,6,2,0,4,0.5,14849.0,48,4,0,1,1,0,2,1,0,0,0,0,0,0,0.0,0,142,39,8,5835
37,22,1,11,0,1,2,4,1,0,3,0.25,27255.0,40,2,1,0,1,0,3,1,0,0,0,0,0,0,0.0,0,138,3,7,3896
38,33,0,5,0,0,0,4,1,0,3,0.25,54432.0,74,4,1,0,2,1,5,3,0,0,0,0,0,0,0.0,0,144,37,4,10350
160,68,7,59,10,5,11,8,3,1,4,0.5,29999.0,38,4,0,1,1,0,2,1,0,0,0,0,0,0,0.0,0,147,22,8,7786
23,9,1,6,3,0,4,3,1,0,2,0.3333333333333333,24072.0,41,2,0,1,1,0,2,1,0,0,0,0,0,0,0.0,0,145,79,8,2861
71,40,2,15,8,0,6,5,1,1,3,0.2,33996.0,35,4,0,1,0,0,1,0,0,0,0,0,0,0,0.0,0,140,46,4,663
1161,909,11,218,0,0,23,17,9,3,5,0.11764705882352941,66334.0,68,4,1,0,0,1,3,1,0,0,0,0,0,1,0.16666666666666666,0,145,82,5,10675
59,23,1,13,2,2,18,4,1,1,2,0.25,35178.0,53,3,1,0,1,0,3,1,0,0,1,0,0,1,0.3333333333333333,0,148,10,7,2521
33,11,2,9,3,0,8,5,2,0,3,0.4,22010.0,41,2,1,0,1,0,3,1,0,0,0,0,0,0,0.0,0,142,51,8,9592
946,317,46,247,151,46,139,21,4,5,12,0.047619047619047616,62204.0,64,2,0,1,0,2,3,2,0,0,0,0,0,0,0.0,0,152,38,3,10151
1442,797,153,293,72,97,30,21,11,4,6,0.047619047619047616,75693.0,56,2,0,1,0,0,1,0,1,0,0,1,1,1,0.6666666666666666,0,149,10,4,7381
62,10,2,16,11,2,21,4,1,0,3,0.25,30675.0,52,2,1,0,1,0,3,1,0,0,0,0,0,0,0.0,0,150,14,8,4099
1674,856,61,570,40,25,122,21,7,6,8,0.047619047619047616,83003.0,59,2,1,0,0,0,2,0,0,0,0,0,1,1,0.3333333333333333,0,146,18,3,9560
1538,456,19,832,75,118,38,20,4,5,11,0.05,68655.0,36,2,0,1,0,0,1,0,0,0,0,0,0,0,0.0,0,153,95,3,10172
139,37,32,38,11,3,18,7,2,1,4,0.14285714285714285,41411.0,38,2,0,1,0,0,1,0,0,0,0,0,0,0,0.0,0,137,11,6,11191
1182,1103,0,45,0,0,34,17,4,2,11,0.17647058823529413,55212.0,55,4,1,0,0,1,3,1,0,1,0,1,0,0,0.3333333333333333,0,150,65,8,9707
507,378,14,68,19,14,14,16,3,5,8,0.125,59292.0,74,4,1,0,0,1,3,1,0,0,0,0,0,0,0.0,0,143,71,3,6245
18,1,6,7,0,1,3,3,1,0,2,0.3333333333333333,27190.0,51,0,1,0,1,0,3,1,0,0,1,0,0,1,0.3333333333333333,0,141,13,8,8234
940,204,34,204,172,153,173,15,2,9,4,0.06666666666666667,82623.0,72,2,0,1,0,0,1,0,0,0,0,0,0,0,0.0,0,138,58,1,1411
42,30,0,9,0,0,3,4,1,0,3,0.5,44300.0,59,2,1,0,1,1,4,2,0,0,0,0,0,0,0.0,0,142,65,6,8553
1190,189,104,379,111,189,218,14,4,4,6,0.07142857142857142,84835.0,54,2,0,1,0,0,1,0,0,0,0,0,0,1,0.16666666666666666,0,131,0,1,1826
44,15,0,12,7,3,7,5,2,0,3,0.6,30372.0,53,2,0,1,1,1,3,2,0,0,0,0,0,0,0.0,0,148,33,7,8842
16,9,0,3,0,0,4,3,1,0,2,0.3333333333333333,33181.0,48,3,1,0,1,0,3,1,0,0,1,0,0,0,0.16666666666666666,0,136,90,6,11030
835,495,33,255,11,33,8,22,6,7,9,0.18181818181818182,71113.0,67,2,1,0,0,1,3,1,0,0,0,0,0,0,0.0,0,137,95,4,2579
1443,656,80,455,52,107,93,20,8,4,8,0.1,71952.0,38,2,1,0,1,0,3,1,0,0,1,0,1,0,0.3333333333333333,0,148,93,4,175
1029,452,20,514,13,30,0,15,4,6,5,0.2,69759.0,58,4,0,1,0,0,1,0,0,0,0,0,0,1,0.16666666666666666,0,138,38,3,9185
1188,546,91,410,119,0,22,17,3,4,10,0.058823529411764705,72099.0,50,2,1,0,0,0,2,0,0,0,0,0,0,0,0.0,0,150,18,1,11056
1277,1048,0,217,0,0,12,19,11,3,5,0.2631578947368421,60000.0,48,4,0,1,0,1,2,1,0,0,0,0,0,0,0.0,0,149,57,6,9365
49,22,2,14,0,1,10,5,2,0,3,0.4,38643.0,46,2,0,1,1,1,3,2,0,0,0,0,0,0,0.0,1,137,45,7,6201
99,78,0,11,0,0,10,6,2,0,4,0.16666666666666666,50737.0,69,2,1,0,0,1,3,1,0,0,0,1,0,0,0.16666666666666666,0,144,61,6,2061
1670,561,64,785,84,128,48,14,3,3,8,0.07142857142857142,68462.0,55,4,1,0,0,0,2,0,0,0,0,0,0,0,0.0,0,149,6,1,6184
900,629,17,177,69,0,8,13,5,3,5,0.07692307692307693,65073.0,81,3,1,0,0,0,2,0,0,0,0,0,0,0,0.0,1,141,65,2,6142
425,269,15,69,15,19,38,14,4,6,4,0.14285714285714285,46681.0,76,4,1,0,0,2,4,2,0,0,0,0,0,0,0.0,0,139,52,5,4107
2153,736,163,818,212,163,61,21,4,7,10,0.047619047619047616,78618.0,67,2,1,0,0,0,2,0,0,0,0,1,0,0,0.16666666666666666,0,151,87,2,7274
636,512,0,83,0,0,41,18,6,2,10,0.16666666666666666,62187.0,55,4,0,1,0,1,2,1,0,0,0,0,0,0,0.0,0,133,38,4,9336
57,19,3,10,11,8,6,7,2,1,4,0.42857142857142855,28442.0,46,2,1,0,2,0,4,2,0,0,0,0,0,0,0.0,0,134,53,4,2958
